,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9
Time (raw),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts)
0.001468779,0.0032,0,0,0,0,0,0.0143,0,0
0.001478895,0.0032,0,0,0,0,0,0.0143,0,0
0.001489011,0.0032,0,0,0,0,0,0.0036,0,0
0.001499127,0.0032,0,0,0,0,0.0071,0.0036,0,0
0.001509242,0.0032,0,0,0,0,0,0.0036,0,0
0.001519358,0.0032,0,0,0,0,0,0.0036,0,0
0.001529475,0.0032,0,0,0,0,0,0,0,0
0.001539591,0.0032,0,0,0,0,0,0.0036,0,0
0.001549706,0.0032,0,0,0,0,0.0071,0.0036,0,0
0.001559822,0,0,0,0,0,0,0.0143,0,0
0.001569938,0.0032,0,0,0,0,0,0.0036,0,0
0.001580054,0.0032,0,0,0,0,0,0.0036,0,0
0.00159017,0.0032,0,0,0,0,0.0106,0.0036,0,0
0.001600285,0,0,0,0,0,0.0071,0.0143,0,0
0.001610401,0,0,0,0,0,0,0.0143,0,0
0.001620517,0.0032,0,0,0,0,0.0071,0.0143,0,0
0.001630633,0.0032,0,0,0,0,0.0106,0.0143,0,0
0.001640749,0.0032,0,0,0,0,0.0071,0.0036,0,0
0.001650865,0.0032,0,0,0,0,0,0.0143,0,0
0.001660981,0.0032,0,0,0,0,0,0.0143,0,0
0.001671097,0.0032,0,0,0,0,0.0071,0.0143,0,0
0.001681212,0.0032,0,0,0,0,0.0071,0.0143,0,0.0032
0.001691328,0.0032,0,0,0,0,0,0.0143,0,0.0128
0.001701444,0.0032,0,0,0,0,0,0.0143,0,0.0289
0.00171156,0,0,0,0,0,0.0071,0.0036,0,0.0417
0.001721675,0,0,0,0,0,0.0071,0.0036,0,0.0514
0.001731791,0.0032,0,0,0,0,0,0.0143,0.0064,0.0578
0.001772396,0.0032,0,0,0,0,0,0.0036,0.0193,0.0674
0.001782512,0,0,0,0,0,0.0106,0.0072,0.0289,0.0706
0.001792628,0.0032,0,0,0,0,0.0106,0.0072,0.0353,0.0738
0.001802743,0.0032,0,0,0,0,0.0106,0.0108,0.0385,0.077
0.001812859,0.0032,0,0,0,0,0.0071,0.0215,0.0449,0.0802
0.001822976,0.0032,0,0,0,0,0.0071,0.0108,0.0481,0.0802
0.001833092,0.0032,0,0,0,0,0.0071,0.0108,0.0514,0.0802
0.001843207,0.0032,0,0,0,0,0,0.0143,0.0546,0.0802
0.001853323,0.0032,0,0,0,0,0.0106,0.0143,0.0578,0.0802
